DATE,HOUR,OPEN,HIGH,LOW,CLOSE
2017.12.01,00:00,1.19031,1.20255,1.17175,1.19941
2018.01.01,00:00,1.20088,1.25378,1.19155,1.24132
2018.02.01,00:00,1.24132,1.25554,1.21878,1.21929
2018.03.01,00:00,1.21924,1.24763,1.21546,1.23218
2018.04.01,00:00,1.23192,1.24137,1.20553,1.20774
2018.05.01,00:00,1.20772,1.2084,1.15098,1.16906
2018.06.01,00:00,1.16879,1.18519,1.15078,1.16831
2018.07.01,00:00,1.16841,1.17908,1.15747,1.16906
2018.08.01,00:00,1.16895,1.17333,1.13006,1.16021
2018.09.01,00:00,1.15955,1.18148,1.15255,1.1602
2018.10.01,00:00,1.16156,1.16243,1.13017,1.13135
2018.11.01,00:00,1.13134,1.14994,1.12153,1.13155
2018.12.01,00:00,1.13499,1.14855,1.12694,1.14596
2019.01.01,00:00,1.14454,1.15698,1.12889,1.14461
2019.02.01,00:00,1.14468,1.1488,1.12336,1.13696
2019.03.01,00:00,1.13697,1.14477,1.11756,1.12166
2019.04.01,00:00,1.12258,1.13235,1.11105,1.1214
2019.05.01,00:00,1.12148,1.12644,1.11066,1.11676
2019.06.01,00:00,1.11644,1.14116,1.11596,1.13693
2019.07.01,00:00,1.1367,1.13707,1.10601,1.10749
2019.08.01,00:00,1.10749,1.12495,1.0963,1.09893
2019.09.01,00:00,1.09899,1.11094,1.08846,1.08991
2019.10.01,00:00,1.08991,1.11793,1.0879,1.11514
2019.11.01,00:00,1.11514,1.11753,1.0981,1.10152
2019.12.01,00:00,1.10241,1.12392,1.10029,1.12154
2020.01.01,00:00,1.12132,1.12143,1.09922,1.10943
2020.02.01,00:00,1.10907,1.10927,1.07775,1.10293
2020.03.01,00:00,1.10407,1.14964,1.06355,1.10349
2020.04.01,00:00,1.10299,1.1039,1.07269,1.09507
2020.05.01,00:00,1.09485,1.1145,1.07664,1.11076
2020.06.01,00:00,1.1115,1.14222,1.11003,1.12336
2020.07.01,00:00,1.1234,1.19086,1.11847,1.17713
2020.08.01,00:00,1.17697,1.1966,1.16957,1.19361
2020.09.01,00:00,1.19358,1.20108,1.16122,1.1721
2020.10.01,00:00,1.1721,1.18806,1.16398,1.16462
2020.11.01,00:00,1.16468,1.20034,1.16019,1.19256
2020.12.01,00:00,1.19261,1.23099,1.19253,1.22129
2021.01.01,00:00,1.22395,1.23494,1.20536,1.21353
2021.02.01,00:00,1.21301,1.22432,1.19522,1.20727
2021.03.01,00:00,1.20688,1.21132,1.17041,1.17298
2021.04.01,00:00,1.17298,1.21502,1.17124,1.20208
2021.05.01,00:00,1.20301,1.22664,1.1986,1.2225
2021.06.01,00:00,1.22254,1.22543,1.18452,1.1856
2021.07.01,00:00,1.18559,1.19087,1.17519,1.1873
2021.08.01,00:00,1.18641,1.18997,1.1664,1.18083
2021.09.01,00:00,1.18078,1.19091,1.15626,1.15769
2021.10.01,00:00,1.1574,1.164,1.15292,1.15493
