"Date","Open","High","Low","Close","Change"
"2003.09.09",1.1071,1.1243,1.1055,1.1228,1.570
"2003.09.10",1.1228,1.1239,1.1162,1.1205,-0.230
"2003.09.11",1.1206,1.1275,1.1154,1.1203,-0.020
"2003.09.12",1.1203,1.1327,1.1135,1.1292,0.890
"2003.09.15",1.1262,1.1313,1.1244,1.1285,-0.070
"2003.09.16",1.1285,1.1322,1.1154,1.1172,-1.130
"2003.09.17",1.1171,1.1303,1.1138,1.1284,1.120
"2003.09.18",1.1283,1.1346,1.1226,1.1249,-0.350
"2003.09.19",1.1248,1.1394,1.1238,1.1384,1.350
"2003.09.22",1.1452,1.1508,1.1414,1.1462,0.780
"2003.09.23",1.1463,1.1529,1.1433,1.1435,-0.270
"2003.09.24",1.1436,1.1507,1.1427,1.1488,0.530
"2003.09.25",1.1489,1.1537,1.1458,1.1473,-0.150
"2003.09.26",1.147,1.1502,1.1439,1.1478,0.050
"2003.09.29",1.1459,1.1641,1.1394,1.162,1.420
"2003.09.30",1.1616,1.1739,1.1572,1.1658,0.380
"2003.10.01",1.1653,1.1739,1.1643,1.1731,0.730
"2003.10.02",1.1731,1.1771,1.1662,1.1685,-0.460
"2003.10.03",1.1686,1.1724,1.1551,1.1582,-1.030
"2003.10.06",1.1574,1.1726,1.1531,1.1714,1.320
"2003.10.07",1.1713,1.1815,1.1697,1.1773,0.590
"2003.10.08",1.1773,1.1843,1.1765,1.1821,0.480
"2003.10.09",1.1821,1.1865,1.1685,1.1745,-0.760
"2003.10.10",1.1745,1.1851,1.1703,1.1799,0.540
"2003.10.13",1.1809,1.1819,1.1652,1.1714,-0.850
"2003.10.14",1.1713,1.1767,1.1582,1.1733,0.190
"2003.10.15",1.1732,1.1748,1.1588,1.1616,-1.170
"2003.10.16",1.1616,1.1698,1.1569,1.1599,-0.170
"2003.10.17",1.1599,1.1687,1.1544,1.1679,0.800
"2003.10.20",1.1704,1.1718,1.1602,1.1627,-0.520
"2003.10.21",1.1626,1.1704,1.1617,1.1671,0.440
"2003.10.22",1.1668,1.183,1.165,1.1807,1.360
"2003.10.23",1.1809,1.1847,1.1755,1.1798,-0.090
"2003.10.24",1.1797,1.186,1.1762,1.1786,-0.120
"2003.10.27",1.1773,1.1787,1.1719,1.1739,-0.470
"2003.10.28",1.1739,1.1746,1.1657,1.1676,-0.630
"2003.10.29",1.1677,1.1723,1.1658,1.1667,-0.090
"2003.10.30",1.1667,1.1759,1.1611,1.1627,-0.400
"2003.10.31",1.1626,1.166,1.1563,1.1586,-0.410
"2003.11.03",1.1582,1.1623,1.1428,1.1466,-1.200
"2003.11.04",1.1466,1.1515,1.1427,1.1494,0.280
"2003.11.05",1.1493,1.1501,1.1413,1.1438,-0.560
"2003.11.06",1.1439,1.1468,1.1389,1.1414,-0.240
"2003.11.07",1.1411,1.1545,1.1376,1.152,1.060
"2003.11.10",1.1503,1.1538,1.1461,1.147,-0.500
"2003.11.11",1.147,1.1533,1.1444,1.1519,0.490
"2003.11.12",1.1514,1.1663,1.1506,1.163,1.110
"2003.11.13",1.1629,1.1749,1.1629,1.1735,1.050
"2003.11.14",1.1735,1.1806,1.1728,1.1784,0.490
"2003.11.17",1.1814,1.1852,1.1724,1.1748,-0.360
"2003.11.18",1.1747,1.1978,1.1735,1.1965,2.170
"2003.11.19",1.1968,1.1981,1.1873,1.1892,-0.730
"2003.11.20",1.1893,1.1968,1.1881,1.1911,0.190
"2003.11.21",1.1911,1.1941,1.1856,1.1925,0.140
"2003.11.24",1.1912,1.1921,1.1759,1.1773,-1.520
"2003.11.25",1.1773,1.1823,1.1754,1.18,0.270
"2003.11.26",1.18,1.195,1.1772,1.1932,1.320
"2003.11.27",1.1928,1.1944,1.1886,1.1916,-0.160
"2003.11.28",1.1916,1.2019,1.1899,1.1998,0.820
"2003.12.01",1.1988,1.2044,1.1935,1.1971,-0.270
"2003.12.02",1.1968,1.2116,1.1943,1.2106,1.350
"2003.12.03",1.2106,1.2131,1.2064,1.2118,0.120
"2003.12.04",1.2117,1.2159,1.2028,1.2083,-0.350
"2003.12.05",1.2085,1.2188,1.2062,1.2188,1.050
"2003.12.08",1.2167,1.2242,1.2151,1.223,0.420
"2003.12.09",1.2228,1.2278,1.2186,1.2249,0.190
"2003.12.10",1.2249,1.2268,1.2151,1.2213,-0.360
"2003.12.11",1.2212,1.2237,1.2114,1.2226,0.130
"2003.12.12",1.2227,1.2309,1.2208,1.2276,0.500
"2003.12.15",1.2133,1.2327,1.2132,1.2315,0.390
"2003.12.16",1.2314,1.2365,1.2302,1.2333,0.180
"2003.12.17",1.2334,1.2424,1.2296,1.2404,0.710
"2003.12.18",1.24,1.2443,1.2359,1.2423,0.190
"2003.12.19",1.2421,1.2435,1.2344,1.2382,-0.410
"2003.12.22",1.2382,1.2449,1.235,1.2408,0.260
"2003.12.23",1.2404,1.243,1.2384,1.2405,-0.030
"2003.12.24",1.2407,1.2473,1.2395,1.2448,0.430
"2003.12.25",1.2449,1.2464,1.2437,1.2449,0.010
"2003.12.26",1.245,1.2472,1.2421,1.2422,-0.270
"2003.12.29",1.2433,1.2512,1.2426,1.2492,0.700
"2003.12.30",1.2492,1.2565,1.2478,1.2549,0.570
"2003.12.31",1.255,1.2649,1.2512,1.2596,0.470
"2004.01.01",1.2592,1.2606,1.2533,1.2565,-0.310
"2004.01.02",1.257,1.2631,1.2523,1.2596,0.310
"2004.01.05",1.2609,1.2698,1.2608,1.2677,0.810
"2004.01.06",1.2677,1.2814,1.2667,1.2728,0.510
"2004.01.07",1.2727,1.2747,1.2621,1.2628,-1.000
"2004.01.08",1.2632,1.2786,1.256,1.2776,1.480
"2004.01.09",1.2778,1.287,1.2703,1.282,0.440
"2004.01.12",1.2842,1.2901,1.2735,1.2738,-0.820
"2004.01.13",1.274,1.28,1.2712,1.2771,0.330
"2004.01.14",1.2766,1.2791,1.2628,1.2647,-1.240
"2004.01.15",1.2647,1.2674,1.256,1.2591,-0.560
"2004.01.16",1.2591,1.2611,1.2351,1.2395,-1.960
"2004.01.19",1.2383,1.2427,1.2333,1.236,-0.350
"2004.01.20",1.2356,1.2601,1.2345,1.2599,2.390
"2004.01.21",1.2601,1.2675,1.2548,1.2639,0.400
"2004.01.22",1.2643,1.2752,1.2633,1.273,0.910
"2004.01.23",1.2731,1.2779,1.2562,1.2586,-1.440
"2004.01.26",1.258,1.2617,1.2456,1.247,-1.160
"2004.01.27",1.2469,1.2665,1.2437,1.2643,1.730
"2004.01.28",1.2643,1.2648,1.241,1.243,-2.130
"2004.01.29",1.2422,1.2532,1.2362,1.2407,-0.230
"2004.01.30",1.2408,1.2495,1.235,1.2467,0.600
"2004.02.02",1.2481,1.2491,1.2391,1.2441,-0.260
"2004.02.03",1.2442,1.2601,1.2416,1.2546,1.050
"2004.02.04",1.2548,1.2565,1.249,1.2538,-0.080
"2004.02.05",1.2538,1.264,1.252,1.2557,0.190
"2004.02.06",1.2556,1.2727,1.2512,1.2705,1.480
"2004.02.09",1.2619,1.2764,1.2606,1.2695,-0.100
"2004.02.10",1.27,1.2791,1.2667,1.2684,-0.110
"2004.02.11",1.2685,1.2849,1.2647,1.2844,1.600
"2004.02.12",1.2844,1.2848,1.2786,1.2817,-0.270
"2004.02.13",1.2819,1.2894,1.2715,1.2733,-0.840
"2004.02.16",1.2728,1.2793,1.2718,1.2765,0.320
"2004.02.17",1.2771,1.2878,1.2755,1.2854,0.890
"2004.02.18",1.2855,1.293,1.266,1.2708,-1.460
"2004.02.19",1.27,1.2747,1.2647,1.2736,0.280
"2004.02.20",1.2739,1.2769,1.2493,1.2541,-1.950
"2004.02.23",1.2517,1.2596,1.245,1.2577,0.360
"2004.02.24",1.2576,1.2716,1.2522,1.2686,1.090
"2004.02.25",1.2683,1.2709,1.2476,1.2493,-1.930
"2004.02.26",1.2489,1.2517,1.2382,1.2439,-0.540
"2004.02.27",1.244,1.251,1.2371,1.2495,0.560
"2004.03.01",1.2481,1.2544,1.2426,1.2461,-0.340
"2004.03.02",1.2463,1.2463,1.2195,1.2213,-2.480
"2004.03.03",1.2214,1.222,1.2056,1.2193,-0.200
"2004.03.04",1.2194,1.2243,1.2134,1.2191,-0.020
"2004.03.05",1.2186,1.2433,1.2174,1.2361,1.700
"2004.03.08",1.2366,1.2418,1.2337,1.2398,0.370
"2004.03.09",1.2399,1.2463,1.2274,1.2311,-0.870
"2004.03.10",1.2311,1.2342,1.2198,1.2223,-0.880
"2004.03.11",1.2225,1.2389,1.2162,1.2345,1.220
"2004.03.12",1.2345,1.2361,1.2173,1.2221,-1.240
"2004.03.15",1.221,1.2319,1.22,1.2264,0.430
"2004.03.16",1.2265,1.2375,1.223,1.2272,0.080
"2004.03.17",1.2269,1.2292,1.2177,1.2232,-0.400
"2004.03.18",1.223,1.2438,1.2221,1.2388,1.560
"2004.03.19",1.239,1.241,1.2256,1.2283,-1.050
"2004.03.22",1.2274,1.2403,1.2222,1.2346,0.630
"2004.03.23",1.2345,1.2372,1.2264,1.2351,0.050
"2004.03.24",1.2353,1.237,1.2109,1.2122,-2.290
"2004.03.25",1.2121,1.2203,1.2096,1.2119,-0.030
"2004.03.26",1.212,1.2215,1.207,1.2123,0.040
"2004.03.29",1.2118,1.2171,1.2046,1.216,0.370
"2004.03.30",1.216,1.2229,1.2151,1.217,0.100
"2004.03.31",1.2173,1.2325,1.2169,1.2316,1.460
"2004.04.01",1.2314,1.2391,1.2253,1.2365,0.490
"2004.04.02",1.2364,1.2374,1.2102,1.2133,-2.320
"2004.04.05",1.2112,1.2131,1.1983,1.2003,-1.300
"2004.04.06",1.2002,1.2145,1.1979,1.2141,1.380
"2004.04.07",1.214,1.22,1.205,1.2172,0.310
"2004.04.08",1.2171,1.2221,1.2059,1.2083,-0.890
"2004.04.09",1.2084,1.2116,1.2065,1.2091,0.080
"2004.04.12",1.2086,1.21,1.2054,1.2079,-0.120
"2004.04.13",1.2081,1.2084,1.1904,1.1936,-1.430
"2004.04.14",1.1936,1.1977,1.1868,1.1955,0.190
"2004.04.15",1.1954,1.1996,1.1892,1.1977,0.220
"2004.04.16",1.1978,1.2049,1.1922,1.1999,0.220
"2004.04.19",1.2016,1.2081,1.2001,1.2006,0.070
"2004.04.20",1.2006,1.2013,1.1841,1.185,-1.560
"2004.04.21",1.1846,1.1917,1.1815,1.1835,-0.150
"2004.04.22",1.1834,1.1917,1.1778,1.1909,0.740
"2004.04.23",1.1909,1.1945,1.1796,1.1843,-0.660
"2004.04.26",1.1801,1.1886,1.1759,1.1862,0.190
"2004.04.27",1.186,1.1949,1.1832,1.1926,0.640
"2004.04.28",1.1926,1.1948,1.1822,1.1848,-0.780
"2004.04.29",1.1851,1.1987,1.1803,1.1963,1.150
"2004.04.30",1.1963,1.2016,1.1917,1.1986,0.230
"2004.05.03",1.1996,1.2005,1.192,1.1941,-0.450
"2004.05.04",1.1941,1.2123,1.1926,1.2105,1.640
"2004.05.05",1.211,1.2182,1.2096,1.2159,0.540
"2004.05.06",1.216,1.2177,1.2062,1.2071,-0.880
"2004.05.07",1.2069,1.2148,1.1875,1.1893,-1.780
"2004.05.10",1.1881,1.1898,1.1811,1.1827,-0.660
"2004.05.11",1.1832,1.1893,1.1787,1.1865,0.380
"2004.05.12",1.1865,1.1945,1.1834,1.1907,0.420
"2004.05.13",1.1906,1.1933,1.177,1.1809,-0.980
"2004.05.14",1.1806,1.1905,1.178,1.189,0.810
"2004.05.17",1.1891,1.2063,1.1878,1.2022,1.320
"2004.05.18",1.2019,1.2042,1.1928,1.1952,-0.700
"2004.05.19",1.1951,1.2047,1.1936,1.2021,0.690
"2004.05.20",1.202,1.202,1.1894,1.1965,-0.560
"2004.05.21",1.1962,1.2074,1.1952,1.1996,0.310
"2004.05.24",1.1993,1.2027,1.1932,1.201,0.140
"2004.05.25",1.2005,1.213,1.1985,1.2102,0.920
"2004.05.26",1.2102,1.2147,1.2077,1.2116,0.140
"2004.05.27",1.2115,1.2293,1.2087,1.2268,1.520
"2004.05.28",1.227,1.23,1.2201,1.2215,-0.530
"2004.05.31",1.224,1.2248,1.2177,1.2192,-0.230
"2004.06.01",1.2197,1.2269,1.2155,1.2244,0.520
"2004.06.02",1.2241,1.231,1.2205,1.2209,-0.350
"2004.06.03",1.2212,1.2255,1.2169,1.2218,0.090
"2004.06.04",1.2219,1.2333,1.2136,1.2286,0.680
"2004.06.07",1.23,1.2342,1.2291,1.2321,0.350
"2004.06.08",1.2319,1.2356,1.2245,1.2259,-0.620
"2004.06.09",1.2258,1.2278,1.2027,1.2028,-2.310
"2004.06.10",1.2026,1.2121,1.2022,1.2114,0.860
"2004.06.11",1.2117,1.2117,1.1965,1.2009,-1.050
"2004.06.14",1.1974,1.2091,1.1953,1.2056,0.470
"2004.06.15",1.2054,1.2174,1.2027,1.2162,1.060
"2004.06.16",1.2164,1.2173,1.198,1.2007,-1.550
"2004.06.17",1.2011,1.2081,1.1992,1.2046,0.390
"2004.06.18",1.2046,1.2151,1.1972,1.2142,0.960
"2004.06.21",1.2144,1.2151,1.2076,1.2112,-0.300
"2004.06.22",1.2112,1.2136,1.2065,1.212,0.080
"2004.06.23",1.2114,1.2196,1.2063,1.209,-0.300
"2004.06.24",1.2093,1.2193,1.204,1.2185,0.950
"2004.06.25",1.2183,1.2193,1.2105,1.2181,-0.040
"2004.06.28",1.2178,1.2232,1.2122,1.2184,0.030
"2004.06.29",1.2187,1.2195,1.2068,1.2081,-1.030
"2004.06.30",1.2081,1.2208,1.2066,1.2186,1.050
"2004.07.01",1.2188,1.2213,1.213,1.2159,-0.270
"2004.07.02",1.2156,1.2331,1.2141,1.2321,1.620
"2004.07.05",1.2328,1.2339,1.2269,1.2285,-0.360
"2004.07.06",1.2284,1.2333,1.2263,1.2292,0.070
"2004.07.07",1.2288,1.2393,1.2273,1.2369,0.770
"2004.07.08",1.2366,1.2409,1.2339,1.2395,0.260
"2004.07.09",1.2392,1.2426,1.2369,1.2418,0.230
"2004.07.12",1.2411,1.244,1.2383,1.241,-0.080
"2004.07.13",1.241,1.2415,1.2299,1.2336,-0.740
"2004.07.14",1.2337,1.2425,1.2317,1.2387,0.510
"2004.07.15",1.2385,1.2393,1.2326,1.2356,-0.310
"2004.07.16",1.2356,1.2462,1.2327,1.2454,0.980
"2004.07.19",1.2451,1.2464,1.2398,1.2446,-0.080
"2004.07.20",1.2442,1.2457,1.2299,1.2331,-1.150
"2004.07.21",1.2328,1.2353,1.221,1.2279,-0.520
"2004.07.22",1.2278,1.2296,1.2232,1.2256,-0.230
"2004.07.23",1.2259,1.2269,1.2088,1.2095,-1.610
"2004.07.26",1.2103,1.2174,1.2089,1.2149,0.540
"2004.07.27",1.2149,1.2193,1.2035,1.2058,-0.910
"2004.07.28",1.2058,1.2083,1.1999,1.2058,0.000
"2004.07.29",1.2055,1.2099,1.199,1.2043,-0.150
"2004.07.30",1.204,1.2122,1.2001,1.2019,-0.240
"2004.08.02",1.2069,1.2096,1.2019,1.2025,0.060
"2004.08.03",1.2025,1.2079,1.1994,1.2051,0.260
"2004.08.04",1.2048,1.2071,1.1968,1.205,-0.010
"2004.08.05",1.2053,1.2076,1.2019,1.2059,0.090
"2004.08.06",1.2058,1.2294,1.2042,1.2283,2.240
"2004.08.09",1.2287,1.2293,1.2245,1.2266,-0.170
"2004.08.10",1.2267,1.2323,1.2221,1.2228,-0.380
"2004.08.11",1.2229,1.2252,1.2195,1.2225,-0.030
"2004.08.12",1.2227,1.2296,1.2215,1.2249,0.240
"2004.08.13",1.225,1.2381,1.2175,1.2377,1.280
"2004.08.16",1.2379,1.2385,1.2314,1.2359,-0.180
"2004.08.17",1.236,1.2391,1.231,1.2348,-0.110
"2004.08.18",1.235,1.2368,1.2284,1.2338,-0.100
"2004.08.19",1.2335,1.2382,1.2332,1.2368,0.300
"2004.08.20",1.2369,1.2385,1.2278,1.2319,-0.490
"2004.08.23",1.2313,1.2322,1.2131,1.2139,-1.800
"2004.08.24",1.214,1.217,1.2058,1.2082,-0.570
"2004.08.25",1.2079,1.2119,1.2052,1.2085,0.030
"2004.08.26",1.2084,1.2119,1.2049,1.2105,0.200
"2004.08.27",1.2102,1.2138,1.2004,1.2015,-0.900
"2004.08.30",1.2012,1.2071,1.1986,1.2053,0.380
"2004.08.31",1.2052,1.2196,1.2043,1.2182,1.290
"2004.09.01",1.2181,1.2224,1.2144,1.2191,0.090
"2004.09.02",1.2191,1.2202,1.214,1.2169,-0.220
"2004.09.03",1.2166,1.2197,1.2041,1.2061,-1.080
"2004.09.06",1.2062,1.2082,1.2046,1.2065,0.040
"2004.09.07",1.2066,1.2114,1.2054,1.2104,0.390
"2004.09.08",1.2107,1.2195,1.2026,1.2184,0.800
"2004.09.09",1.2175,1.2239,1.2158,1.2233,0.490
"2004.09.10",1.2233,1.2311,1.2196,1.2269,0.360
"2004.09.13",1.2268,1.2289,1.2223,1.226,-0.090
"2004.09.14",1.2262,1.2297,1.2224,1.2247,-0.130
"2004.09.15",1.2248,1.2264,1.2134,1.2152,-0.950
"2004.09.16",1.215,1.2205,1.212,1.2185,0.330
"2004.09.17",1.2186,1.2225,1.2156,1.217,-0.150
"2004.09.20",1.2174,1.2183,1.2125,1.2172,0.020
"2004.09.21",1.2174,1.2348,1.2167,1.233,1.580
"2004.09.22",1.233,1.2334,1.2224,1.2263,-0.670
"2004.09.23",1.2263,1.2335,1.2253,1.2267,0.040
"2004.09.24",1.2265,1.2364,1.2237,1.2276,0.090
"2004.09.27",1.2283,1.2319,1.2246,1.2299,0.230
"2004.09.28",1.2293,1.2349,1.228,1.2325,0.260
"2004.09.29",1.2326,1.2344,1.2288,1.2332,0.070
"2004.09.30",1.2332,1.2446,1.2313,1.2428,0.960
"2004.10.01",1.2429,1.244,1.2383,1.2402,-0.260
"2004.10.04",1.2401,1.2402,1.2256,1.2285,-1.170
"2004.10.05",1.2286,1.2332,1.2263,1.2309,0.240
"2004.10.06",1.2311,1.2325,1.2246,1.2282,-0.270
"2004.10.07",1.2282,1.2316,1.2271,1.2286,0.040
"2004.10.08",1.2285,1.2435,1.2282,1.2408,1.220
"2004.10.11",1.2417,1.2424,1.2368,1.2385,-0.230
"2004.10.12",1.2385,1.2393,1.2287,1.2328,-0.570
"2004.10.13",1.2327,1.2358,1.2224,1.234,0.120
"2004.10.14",1.2338,1.2421,1.2321,1.2383,0.430
"2004.10.15",1.2383,1.2507,1.2353,1.2477,0.940
"2004.10.18",1.2477,1.2536,1.2461,1.2491,0.140
"2004.10.19",1.2492,1.2529,1.2451,1.2517,0.260
"2004.10.20",1.2517,1.2631,1.2494,1.2583,0.660
"2004.10.21",1.2581,1.2653,1.2571,1.2613,0.300
"2004.10.22",1.2612,1.2692,1.2596,1.2686,0.730
"2004.10.25",1.272,1.2831,1.2709,1.2803,1.170
"2004.10.26",1.2805,1.2844,1.2726,1.2747,-0.560
"2004.10.27",1.275,1.2816,1.2692,1.2702,-0.450
"2004.10.28",1.2701,1.2768,1.2631,1.2742,0.400
"2004.10.29",1.2744,1.28,1.2705,1.2787,0.450
"2004.11.01",1.2818,1.2833,1.2716,1.2753,-0.340
"2004.11.02",1.2753,1.2758,1.2663,1.2744,-0.090
"2004.11.03",1.2743,1.2832,1.2655,1.2826,0.820
"2004.11.04",1.2827,1.2899,1.2789,1.2871,0.450
"2004.11.05",1.287,1.298,1.2759,1.2974,1.030
"2004.11.08",1.2969,1.2988,1.2905,1.2912,-0.620
"2004.11.09",1.2913,1.2941,1.2881,1.2897,-0.150
"2004.11.10",1.2898,1.3006,1.2848,1.289,-0.070
"2004.11.11",1.2887,1.292,1.2857,1.2908,0.180
"2004.11.12",1.2908,1.299,1.2879,1.297,0.620
"2004.11.15",1.297,1.3,1.2916,1.2948,-0.220
"2004.11.16",1.2948,1.2997,1.2919,1.2959,0.110
"2004.11.17",1.2957,1.305,1.2951,1.3037,0.780
"2004.11.18",1.3043,1.3076,1.2939,1.2944,-0.930
"2004.11.19",1.2942,1.307,1.2937,1.3054,1.100
"2004.11.22",1.3039,1.3053,1.3011,1.3041,-0.130
"2004.11.23",1.3041,1.3107,1.2975,1.3085,0.440
"2004.11.24",1.3087,1.3192,1.308,1.3187,1.020
"2004.11.25",1.3187,1.3286,1.3162,1.3275,0.880
"2004.11.26",1.3274,1.3331,1.3182,1.3297,0.220
"2004.11.29",1.328,1.3306,1.3229,1.327,-0.270
"2004.11.30",1.327,1.3336,1.323,1.3289,0.190
"2004.12.01",1.3289,1.3363,1.3274,1.334,0.510
"2004.12.02",1.334,1.3386,1.3236,1.3267,-0.730
"2004.12.03",1.3268,1.3464,1.3254,1.3455,1.880
"2004.12.06",1.3442,1.3457,1.339,1.3403,-0.520
"2004.12.07",1.34,1.3471,1.339,1.3425,0.220
"2004.12.08",1.3428,1.3434,1.3191,1.3355,-0.700
"2004.12.09",1.3352,1.3362,1.325,1.3309,-0.460
"2004.12.10",1.3308,1.3319,1.3139,1.3212,-0.970
"2004.12.13",1.3196,1.3331,1.3195,1.3315,1.030
"2004.12.14",1.3313,1.3338,1.326,1.329,-0.250
"2004.12.15",1.3291,1.3444,1.3261,1.3399,1.090
"2004.12.16",1.3397,1.3431,1.3202,1.3253,-1.460
"2004.12.17",1.3255,1.3321,1.3226,1.3316,0.630
"2004.12.20",1.3333,1.341,1.3297,1.3397,0.810
"2004.12.21",1.3395,1.3412,1.3352,1.3364,-0.330
"2004.12.22",1.3364,1.3407,1.3343,1.339,0.260
"2004.12.23",1.3389,1.3518,1.338,1.3504,1.140
"2004.12.24",1.3505,1.3553,1.3484,1.3528,0.240
"2004.12.27",1.3527,1.3642,1.3514,1.362,0.920
"2004.12.28",1.362,1.3646,1.3588,1.3615,-0.050
"2004.12.29",1.3612,1.3648,1.3556,1.3611,-0.040
"2004.12.30",1.3613,1.367,1.3573,1.3632,0.210
"2004.12.31",1.3632,1.3664,1.3512,1.356,-0.720
"2005.01.03",1.3562,1.3581,1.3385,1.3468,-0.920
"2005.01.04",1.3465,1.3497,1.3248,1.327,-1.980
"2005.01.05",1.3272,1.3304,1.3213,1.3272,0.020
"2005.01.06",1.3275,1.3283,1.3154,1.3181,-0.910
"2005.01.07",1.3179,1.3252,1.3024,1.3072,-1.090
"2005.01.10",1.3058,1.3126,1.3052,1.31,0.280
"2005.01.11",1.3105,1.3172,1.31,1.3118,0.180
"2005.01.12",1.3118,1.3294,1.3082,1.325,1.320
"2005.01.13",1.325,1.3269,1.3193,1.3213,-0.370
"2005.01.14",1.3213,1.3217,1.3055,1.3095,-1.180
"2005.01.17",1.3109,1.3129,1.304,1.3046,-0.490
"2005.01.18",1.3046,1.3077,1.2993,1.3017,-0.290
"2005.01.19",1.3018,1.312,1.2963,1.3008,-0.090
"2005.01.20",1.3008,1.3026,1.2922,1.2957,-0.510
"2005.01.21",1.2959,1.3069,1.2932,1.3008,0.510
"2005.01.24",1.3046,1.3102,1.3029,1.3045,0.370
"2005.01.25",1.3045,1.3078,1.2945,1.2974,-0.710
"2005.01.26",1.2977,1.3111,1.2965,1.3074,1.000
"2005.01.27",1.3076,1.3126,1.301,1.3041,-0.330
"2005.01.28",1.3041,1.3083,1.2985,1.3056,0.150
"2005.01.31",1.3012,1.3061,1.2974,1.3045,-0.110
"2005.02.01",1.3046,1.3069,1.2999,1.3044,-0.010
"2005.02.02",1.3043,1.3098,1.3008,1.3033,-0.110
"2005.02.03",1.3035,1.3039,1.2939,1.2976,-0.570
"2005.02.04",1.2974,1.3044,1.2864,1.2864,-1.120
"2005.02.07",1.2855,1.2866,1.2732,1.2752,-1.120
"2005.02.08",1.2753,1.2799,1.2732,1.2763,0.110
"2005.02.09",1.2763,1.2815,1.2738,1.2811,0.480
"2005.02.10",1.281,1.2909,1.2738,1.2876,0.650
"2005.02.11",1.2875,1.2898,1.2844,1.2865,-0.110
"2005.02.14",1.2881,1.2992,1.2877,1.2972,1.070
"2005.02.15",1.2972,1.3054,1.2952,1.3018,0.460
"2005.02.16",1.3019,1.3066,1.2959,1.3025,0.070
"2005.02.17",1.3026,1.3091,1.3014,1.3074,0.490
"2005.02.18",1.3075,1.3085,1.3014,1.3064,-0.100
"2005.02.21",1.3052,1.3081,1.3031,1.306,-0.040
"2005.02.22",1.3059,1.3271,1.3054,1.3255,1.950
"2005.02.23",1.3255,1.3276,1.3185,1.3207,-0.480
"2005.02.24",1.3208,1.3272,1.3176,1.3194,-0.130
"2005.02.25",1.3195,1.3252,1.3145,1.3243,0.490
"2005.02.28",1.3238,1.328,1.3213,1.3215,-0.280
"2005.03.01",1.3216,1.3228,1.3167,1.3185,-0.300
"2005.03.02",1.3187,1.3189,1.3087,1.3136,-0.490
"2005.03.03",1.3137,1.3167,1.3097,1.3108,-0.280
"2005.03.04",1.3107,1.3256,1.3095,1.3241,1.330
"2005.03.07",1.3236,1.3249,1.3177,1.3216,-0.250
"2005.03.08",1.3217,1.3364,1.3208,1.3354,1.380
"2005.03.09",1.3352,1.3426,1.3329,1.339,0.360
"2005.03.10",1.339,1.3457,1.337,1.3409,0.190
"2005.03.11",1.3405,1.3483,1.3391,1.3458,0.490
"2005.03.14",1.3463,1.3479,1.3335,1.3366,-0.920
"2005.03.15",1.3364,1.3412,1.3296,1.331,-0.560
"2005.03.16",1.3309,1.3442,1.329,1.3417,1.070
"2005.03.17",1.342,1.3423,1.3341,1.3379,-0.380
"2005.03.18",1.338,1.3389,1.3265,1.3321,-0.580
"2005.03.21",1.331,1.3318,1.314,1.3167,-1.540
"2005.03.22",1.3168,1.3221,1.3054,1.3085,-0.820
"2005.03.23",1.3085,1.3089,1.296,1.2989,-0.960
"2005.03.24",1.2989,1.3035,1.2932,1.2943,-0.460
"2005.03.25",1.294,1.2972,1.2928,1.2956,0.130
"2005.03.28",1.2962,1.2964,1.2856,1.2895,-0.610
"2005.03.29",1.2895,1.2957,1.2877,1.2925,0.300
"2005.03.30",1.2922,1.2987,1.2911,1.2916,-0.090
"2005.03.31",1.2914,1.3021,1.291,1.2965,0.490
"2005.04.01",1.2962,1.306,1.287,1.2908,-0.570
"2005.04.04",1.2885,1.2907,1.2819,1.2853,-0.550
"2005.04.05",1.2853,1.2878,1.28,1.2853,0.000
"2005.04.06",1.2853,1.2912,1.2839,1.2872,0.190
"2005.04.07",1.2872,1.2942,1.2845,1.2851,-0.210
"2005.04.08",1.2854,1.2942,1.2811,1.2918,0.670
"2005.04.11",1.2926,1.3005,1.2907,1.2974,0.560
"2005.04.12",1.2976,1.3017,1.2863,1.2918,-0.560
"2005.04.13",1.2919,1.2956,1.2849,1.2919,0.010
"2005.04.14",1.292,1.2923,1.2767,1.2799,-1.200
"2005.04.15",1.28,1.2942,1.2778,1.29,1.010
"2005.04.18",1.2918,1.3046,1.2876,1.3028,1.280
"2005.04.19",1.3024,1.3081,1.2981,1.3057,0.290
"2005.04.20",1.3057,1.3106,1.2991,1.3087,0.300
"2005.04.21",1.3087,1.3127,1.3024,1.305,-0.370
"2005.04.22",1.3052,1.3096,1.3021,1.3062,0.120
"2005.04.25",1.3057,1.3063,1.2954,1.2989,-0.730
"2005.04.26",1.2988,1.3017,1.2944,1.2992,0.030
"2005.04.27",1.2991,1.2996,1.2903,1.2926,-0.660
"2005.04.28",1.2923,1.2945,1.2881,1.2902,-0.240
"2005.04.29",1.2904,1.2982,1.2853,1.2874,-0.280
"2005.05.02",1.2862,1.2878,1.2836,1.2852,-0.220
"2005.05.03",1.2851,1.2915,1.2827,1.2874,0.220
"2005.05.04",1.2874,1.2977,1.287,1.2955,0.810
"2005.05.05",1.2952,1.2993,1.2925,1.2958,0.030
"2005.05.06",1.2957,1.2969,1.281,1.2838,-1.200
"2005.05.09",1.2816,1.2879,1.2789,1.2863,0.250
